"SITE_NAME,SUB_SITE,DATE_OBS,CHAMBER_ID,SOIL_DEPTH,CO2_CONC,REVISION_DATE,CRTFCN_CODE"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.9,6040.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.4,5440.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.2,4550.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.2,4280.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.1,2560.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',23-JUL-1994,'QR',-.3,5100.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.2,1110.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.3,1410.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.9,2190.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.6,1800.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-AUG-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.1,925.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.2,1200.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.9,2090.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.6,1700.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.3,1420.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',14-AUG-1994,'QR',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.1,866.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.2,1140.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.3,1390.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.9,2010.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.6,1670.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',19-AUG-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',0.0,1000.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.2,4080.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.9,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.1,3250.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',09-SEP-1994,'QR',-.1,3180.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.4,1970.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.4,1780.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.3,1920.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.3,1670.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.3,1800.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.5,2060.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.5,1950.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.4,2020.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.4,1870.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.3,1840.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.3,1510.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.2,1720.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.2,1350.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.2,1560.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.2,1610.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.2,1220.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.2,2870.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.1,1360.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.1,1030.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.1,2870.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.1,1080.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.6,2090.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.5,2110.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.5,2060.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.9,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.9,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.9,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.9,2360.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',0.0,540.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',-.1,1500.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'QR',-.1,1060.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',-.1,646.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'OP',0.0,541.0,12-NOV-1998,'CPI'"
"'SSA-9JP-RECCT','9TF04-SPR01',10-SEP-1994,'MN',0.0,796.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.1,696.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.5,1182.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-3.4,564.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-3.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-2.5,844.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-2.0,987.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-1.2,1362.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-1.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-1.0,1122.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.9,1516.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.8,1140.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.3,1168.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',26-MAY-1994,'OJP',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-3.4,515.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-3.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-2.5,805.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-2.0,945.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-1.2,1290.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-1.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-1.0,1103.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.9,1424.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.8,1129.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.5,1162.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.2,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.3,786.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.3,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.1,1017.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',27-MAY-1994,'OJP',-.1,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.1,1008.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.2,1218.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.3,362.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.2,1406.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.1,1227.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.3,1508.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.4,1544.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.4,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-1.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.9,1822.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.8,1513.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.7,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.6,1175.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.6,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.5,1526.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-3.4,574.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-3.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-2.5,1143.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-2.0,1335.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-1.2,1703.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-1.0,1381.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',09-JUN-1994,'OJP',-.5,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',15-JUN-1994,'OJP',0.0,-999.0,12-NOV-1998,'CPI'"
"'SSA-OJP-FLXTR','9TF04-SPR01',15-JUN-1994,'OJP',-.5,-999.0,12-NOV-1998,'CPI'"
